A	Coef	t	p.value	p.value.adj	F	F.p.value	group2 - group1
6.21	1.042	2.39	0.08092	1	5.7	0.08092	0
5.59	-0.023	-0.13	0.90123	1	0.02	0.90123	0
6.46	-0.19	-0.71	0.51916	1	0.51	0.51916	0
6.84	0.726	3.72	0.02363	1	13.85	0.02363	0
6.69	-0.789	-0.89	0.42698	1	0.79	0.42698	0
3.76	0.004	0.02	0.98408	1	0	0.98408	0
3.37	0.261	1.16	0.31555	1	1.35	0.31555	0
4.48	0.068	0.45	0.68017	1	0.2	0.68017	0
7.93	0.784	0.94	0.40377	1	0.89	0.40377	0
3.54	-0.166	-0.75	0.49657	1	0.57	0.49657	0
3.22	-0.086	-0.52	0.63378	1	0.27	0.63378	0
5.22	0.508	2.36	0.08293	1	5.58	0.08293	0
3.81	-0.295	-0.52	0.63442	1	0.27	0.63442	0
5.7	-0.715	-0.98	0.38772	1	0.96	0.38772	0
4.82	-1.078	-1.36	0.25204	1	1.84	0.25204	0
6.91	-0.068	-0.12	0.90974	1	0.01	0.90974	0
3.59	0.16	0.85	0.44827	1	0.72	0.44827	0
7.17	-0.077	-0.13	0.90076	1	0.02	0.90076	0
4.39	-0.092	-0.26	0.80882	1	0.07	0.80882	0
5.22	-0.186	-1.11	0.33355	1	1.24	0.33355	0
5.72	0.223	0.76	0.49126	1	0.58	0.49126	0
6.91	0.123	0.4	0.71134	1	0.16	0.71134	0
4.19	-0.75	-0.98	0.38858	1	0.95	0.38858	0
5.43	0.172	0.6	0.58175	1	0.36	0.58175	0
6.75	0.902	0.83	0.45482	1	0.7	0.45482	0
3.23	-0.007	-0.05	0.96549	1	0	0.96549	0
4.32	-0.074	-0.45	0.67785	1	0.2	0.67785	0
3.95	-0.01	-0.06	0.95183	1	0	0.95183	0
4.08	0.421	2.52	0.07049	1	6.36	0.07049	0
5.27	0.298	1.03	0.36522	1	1.06	0.36522	0
7.67	0.342	1.17	0.31226	1	1.37	0.31226	0
5.86	0.072	0.42	0.69523	1	0.18	0.69523	0
7.55	-0.112	-0.47	0.66518	1	0.22	0.66518	0
6.74	0.197	0.82	0.45976	1	0.68	0.45976	0
4.88	-0.262	-1.21	0.29806	1	1.46	0.29806	0
6.27	0.385	0.75	0.4967	1	0.57	0.4967	0
4.77	0.162	0.82	0.46134	1	0.67	0.46134	0
6.07	0.042	0.21	0.84548	1	0.04	0.84548	0
5.23	0.029	0.1	0.92537	1	0.01	0.92537	0
4.78	0.43	1.7	0.17068	1	2.89	0.17068	0
7.77	0.218	0.99	0.38124	1	0.99	0.38124	0
6.03	-0.362	-1.16	0.31494	1	1.35	0.31494	0
6.41	0.164	0.49	0.65045	1	0.24	0.65045	0
3.37	-0.015	-0.06	0.95419	1	0	0.95419	0
4.68	0.054	0.29	0.7852	1	0.09	0.7852	0
4.53	-0.87	-2.83	0.05228	1	7.98	0.05228	0
4.11	-0.169	-0.66	0.55086	1	0.43	0.55086	0
5.41	0.166	1.04	0.36358	1	1.07	0.36358	0
3.07	0.054	0.34	0.75081	1	0.12	0.75081	0
2.89	0.046	0.23	0.82972	1	0.05	0.82972	0
3.79	0.354	1.48	0.22004	1	2.18	0.22004	0
4.83	-0.088	-0.5	0.64439	1	0.25	0.64439	0
6.83	-0.018	-0.1	0.92578	1	0.01	0.92578	0
7.35	0.045	0.23	0.82928	1	0.05	0.82928	0
4.44	-1.607	-1.25	0.28345	1	1.57	0.28345	0
7.35	-0.059	-0.28	0.79186	1	0.08	0.79186	0
4.59	0.018	0.1	0.92276	1	0.01	0.92276	0
5.22	1.016	3.14	0.03885	1	9.88	0.03885	0
5.27	-0.615	-1.04	0.36345	1	1.07	0.36345	0
4.96	-0.041	-0.15	0.88843	1	0.02	0.88843	0
4.96	0.305	1.78	0.15503	1	3.18	0.15503	0
2.99	0.071	0.46	0.67283	1	0.21	0.67283	0
4.26	0.275	1.51	0.21051	1	2.29	0.21051	0
4.58	0.024	0.15	0.89152	1	0.02	0.89152	0
7.94	-0.09	-0.16	0.87874	1	0.03	0.87874	0
6.84	-0.29	-0.94	0.40534	1	0.88	0.40534	0
3.92	0.391	0.89	0.42879	1	0.79	0.42879	0
5.6	-0.56	-1.49	0.21643	1	2.22	0.21643	0
6.48	-0.016	-0.07	0.95065	1	0	0.95065	0
5.06	-0.183	-0.74	0.50603	1	0.54	0.50603	0
6.01	0.302	1.79	0.1542	1	3.2	0.1542	0
5.17	0.503	2.38	0.08131	1	5.67	0.08131	0
6.36	2.257	4.82	0.01046	1	23.2	0.01046	0
4.34	-0.179	-0.22	0.83639	1	0.05	0.83639	0
4.47	-0.223	-0.78	0.48297	1	0.61	0.48297	0
6.96	0.292	1.17	0.31357	1	1.36	0.31357	0
5.71	0.511	0.8	0.47066	1	0.64	0.47066	0
6.26	0.253	0.94	0.40389	1	0.89	0.40389	0
4.47	-0.017	-0.07	0.94655	1	0.01	0.94655	0
4.84	-0.787	-2.92	0.04792	1	8.51	0.04792	0
4.28	0.232	1.29	0.2706	1	1.68	0.2706	0
8	0.594	2.72	0.05808	1	7.38	0.05808	0
7.28	0.123	0.71	0.5214	1	0.5	0.5214	0
4.86	-0.291	-0.98	0.38624	1	0.96	0.38624	0
3.8	0.011	0.05	0.95949	1	0	0.95949	0
3.02	0.057	0.28	0.79306	1	0.08	0.79306	0
3.61	-0.201	-1.16	0.31715	1	1.34	0.31715	0
4.19	-0.119	-0.52	0.63541	1	0.27	0.63541	0
7.64	-0.691	-1.37	0.24808	1	1.88	0.24808	0
5.07	0.063	0.37	0.7309	1	0.14	0.7309	0
6.02	0.533	0.42	0.69778	1	0.18	0.69778	0
6.82	-0.365	-1.27	0.27966	1	1.6	0.27966	0
5.71	-0.281	-1.44	0.22782	1	2.09	0.22782	0
3.07	0.01	0.04	0.97073	1	0	0.97073	0
6.43	-0.022	-0.12	0.91421	1	0.01	0.91421	0
5.76	0.074	0.28	0.79736	1	0.08	0.79736	0
6.87	-0.855	-0.4	0.71304	1	0.16	0.71304	0
4.42	-0.022	-0.06	0.95578	1	0	0.95578	0
6.2	0.15	0.95	0.39793	1	0.91	0.39793	0
6.56	0.313	0.71	0.5176	1	0.51	0.5176	0
5.46	-0.51	-2.21	0.09689	1	4.9	0.09689	0
4.78	0.073	0.33	0.7568	1	0.11	0.7568	0
5	-0.142	-0.91	0.41898	1	0.83	0.41898	0
5.52	-0.151	-0.51	0.63662	1	0.26	0.63662	0
5.38	-0.056	-0.25	0.81299	1	0.06	0.81299	0
4.54	0.159	0.58	0.5942	1	0.34	0.5942	0
6.84	0.027	0.07	0.94638	1	0.01	0.94638	0
5.11	-0.219	-0.78	0.48291	1	0.61	0.48291	0
5.73	-0.061	-0.23	0.83379	1	0.05	0.83379	0
3.29	0.032	0.2	0.84875	1	0.04	0.84875	0
5.63	0.084	0.48	0.66061	1	0.23	0.66061	0
6.14	-0.043	-0.2	0.85063	1	0.04	0.85063	0
3.8	0.36	1.42	0.23409	1	2.02	0.23409	0
4.25	-0.061	-0.24	0.81966	1	0.06	0.81966	0
5.18	-0.118	-0.7	0.52569	1	0.49	0.52569	0
3.46	0.386	0.87	0.43662	1	0.76	0.43662	0
4.93	-0.054	-0.24	0.81958	1	0.06	0.81958	0
7.01	0.573	1.71	0.16934	1	2.91	0.16934	0
4.06	-0.379	-1.81	0.15049	1	3.28	0.15049	0
5.31	-0.346	-1.13	0.32734	1	1.27	0.32734	0
7.02	0.018	0.08	0.93709	1	0.01	0.93709	0
6.49	1.253	2.79	0.05422	1	7.77	0.05422	0
7.13	0.316	1.16	0.31446	1	1.35	0.31446	0
6.13	1.32	1.59	0.19306	1	2.53	0.19306	0
4.59	-0.225	-1.07	0.34982	1	1.14	0.34982	0
2.93	0.06	0.26	0.80561	1	0.07	0.80561	0
6.57	1.987	3.01	0.04374	1	9.09	0.04374	0
4.12	0.099	0.6	0.5818	1	0.36	0.5818	0
6.15	0.397	1.58	0.19539	1	2.49	0.19539	0
3.82	0.17	1.08	0.34475	1	1.17	0.34475	0
3.19	0.048	0.25	0.81477	1	0.06	0.81477	0
5.03	-0.162	-0.92	0.41368	1	0.85	0.41368	0
6.41	-0.206	-0.56	0.60875	1	0.31	0.60875	0
4.12	1.181	1.81	0.15132	1	3.26	0.15132	0
7.1	-0.465	-2.81	0.05326	1	7.87	0.05326	0
5.13	0.039	0.18	0.86858	1	0.03	0.86858	0
3.75	0.216	0.72	0.51376	1	0.52	0.51376	0
4.69	0.047	0.19	0.86024	1	0.04	0.86024	0
6.14	-0.38	-0.65	0.55629	1	0.42	0.55629	0
5.8	0.071	0.29	0.78643	1	0.08	0.78643	0
5.56	0.486	0.87	0.43598	1	0.76	0.43598	0
6.13	-0.157	-0.86	0.44119	1	0.74	0.44119	0
3.38	0.009	0.04	0.97332	1	0	0.97332	0
3.17	0.085	0.47	0.66277	1	0.22	0.66277	0
5.93	-0.118	-0.47	0.66411	1	0.22	0.66411	0
4.65	0.349	0.93	0.40928	1	0.86	0.40928	0
7.01	-0.188	-0.22	0.83987	1	0.05	0.83987	0
3.93	-0.354	-1.83	0.14735	1	3.35	0.14735	0
6.91	-0.373	-2.15	0.10428	1	4.6	0.10428	0
5.78	-0.209	-1.36	0.25053	1	1.85	0.25053	0
5.94	0.47	2.78	0.05458	1	7.73	0.05458	0
6.65	-0.396	-0.55	0.61412	1	0.3	0.61412	0
4.82	1.022	2.68	0.06037	1	7.17	0.06037	0
6.7	0.245	0.82	0.46103	1	0.68	0.46103	0
5.5	-0.01	-0.05	0.96406	1	0	0.96406	0
6.62	-0.263	-1.25	0.28451	1	1.56	0.28451	0
3.55	-0.024	-0.16	0.8838	1	0.02	0.8838	0
7.34	-0.602	-1.69	0.17292	1	2.85	0.17292	0
6.52	0.269	0.7	0.52471	1	0.49	0.52471	0
4.52	0.039	0.17	0.87731	1	0.03	0.87731	0
5.6	0.012	0.06	0.95254	1	0	0.95254	0
5.71	0.398	2.4	0.08014	1	5.74	0.08014	0
4.9	0.031	0.18	0.86543	1	0.03	0.86543	0
3.62	-0.177	-1.09	0.34236	1	1.18	0.34236	0
7.37	-1.083	-0.7	0.52806	1	0.48	0.52806	0
6.24	0.074	0.39	0.71816	1	0.15	0.71816	0
4.16	0.191	0.86	0.44393	1	0.73	0.44393	0
6.06	0.13	0.76	0.49093	1	0.58	0.49093	0
5	-0.236	-1.37	0.24741	1	1.88	0.24741	0
4.86	-0.055	-0.24	0.82079	1	0.06	0.82079	0
3.19	-0.05	-0.26	0.80676	1	0.07	0.80676	0
6.61	0.301	1.1	0.33983	1	1.2	0.33983	0
3.8	0.085	0.5	0.64607	1	0.25	0.64607	0
5.98	0.261	0.72	0.51642	1	0.51	0.51642	0
4.36	-0.19	-1.19	0.30533	1	1.41	0.30533	0
6.85	-1.024	-5.01	0.00916	1	25.15	0.00916	0
3.36	-0.203	-0.82	0.46273	1	0.67	0.46273	0
6.29	0.411	2.13	0.10578	1	4.55	0.10578	0
3.09	0.14	0.78	0.48204	1	0.61	0.48204	0
5.07	-1.49	-1.37	0.24857	1	1.87	0.24857	0
3.44	-0.109	-0.51	0.63682	1	0.26	0.63682	0
5.1	-0.051	-0.33	0.76015	1	0.11	0.76015	0
3.97	0.382	1.25	0.28344	1	1.57	0.28344	0
5.67	0.338	1.86	0.14323	1	3.44	0.14323	0
5.97	-0.814	-1.97	0.1265	1	3.87	0.1265	0
4.32	0.154	0.71	0.52209	1	0.5	0.52209	0
4.67	0.066	0.2	0.85013	1	0.04	0.85013	0
5.64	-0.138	-0.66	0.54623	1	0.44	0.54623	0
5.85	-0.225	-1.4	0.23996	1	1.96	0.23996	0
5.17	-0.085	-0.43	0.69385	1	0.18	0.69385	0
6.15	0.012	0.07	0.94655	1	0.01	0.94655	0
5.79	-0.17	-0.43	0.68837	1	0.19	0.68837	0
2.88	0.085	0.39	0.71627	1	0.15	0.71627	0
4.83	-0.527	-1.02	0.3707	1	1.04	0.3707	0
6.7	0.071	0.21	0.84388	1	0.04	0.84388	0
4.52	-0.008	-0.03	0.97481	1	0	0.97481	0
4.99	-0.083	-0.5	0.64567	1	0.25	0.64567	0
5.64	-0.465	-2.57	0.06707	1	6.61	0.06707	0
3.84	-0.116	-0.73	0.51078	1	0.53	0.51078	0
5.55	-0.584	-2.22	0.09584	1	4.95	0.09584	0
5.54	0.128	0.42	0.69684	1	0.18	0.69684	0
3.51	0.987	2.25	0.09381	1	5.04	0.09381	0
5.84	0.153	0.47	0.66686	1	0.22	0.66686	0
4.64	-0.32	-1.99	0.12283	1	3.98	0.12283	0
10.41	-0.371	-1.01	0.3721	1	1.03	0.3721	0
6	-0.077	-0.15	0.88768	1	0.02	0.88768	0
4.11	0.21	1.17	0.31151	1	1.37	0.31151	0
4.13	0.444	1.1	0.33753	1	1.21	0.33753	0
5.85	0.032	0.11	0.92175	1	0.01	0.92175	0
4.97	-0.911	-2.21	0.09772	1	4.87	0.09772	0
7.49	0.927	0.57	0.59999	1	0.33	0.59999	0
5.63	0.021	0.12	0.90835	1	0.02	0.90835	0
5.75	-0.369	-1.59	0.19405	1	2.51	0.19405	0
4.71	-0.543	-1.83	0.14695	1	3.36	0.14695	0
3.87	0.1	0.52	0.63489	1	0.27	0.63489	0
3.19	0.028	0.16	0.8776	1	0.03	0.8776	0
4.91	-0.144	-0.63	0.56352	1	0.4	0.56352	0
5.21	-0.02	-0.11	0.91977	1	0.01	0.91977	0
6.11	0.229	0.94	0.40375	1	0.89	0.40375	0
2.76	0.05	0.33	0.76019	1	0.11	0.76019	0
3.54	-0.795	-1.91	0.13464	1	3.65	0.13464	0
5.98	-0.519	-0.56	0.60658	1	0.32	0.60658	0
3.91	0.176	0.98	0.38636	1	0.96	0.38636	0
6.54	0.043	0.2	0.85222	1	0.04	0.85222	0
3.34	-0.032	-0.16	0.88389	1	0.02	0.88389	0
6.4	0.028	0.17	0.87463	1	0.03	0.87463	0
6.08	0.025	0.12	0.91274	1	0.01	0.91274	0
4.75	0.423	0.69	0.52891	1	0.48	0.52891	0
4.51	0.334	1.23	0.28973	1	1.53	0.28973	0
7.51	0.256	0.32	0.7656	1	0.1	0.7656	0
3.31	-0.023	-0.14	0.89606	1	0.02	0.89606	0
5.38	-0.349	-0.7	0.52366	1	0.49	0.52366	0
4.73	-0.065	-0.18	0.86418	1	0.03	0.86418	0
4.43	0.058	0.31	0.77613	1	0.09	0.77613	0
5.27	0.144	0.47	0.66566	1	0.22	0.66566	0
3.37	0.134	0.47	0.6674	1	0.22	0.6674	0
4.01	0.003	0.02	0.98644	1	0	0.98644	0
4.22	-0.019	-0.02	0.98807	1	0	0.98807	0
4.62	0.048	0.16	0.88056	1	0.03	0.88056	0
3.69	-0.222	-0.38	0.72337	1	0.15	0.72337	0
8.18	0.423	0.91	0.41799	1	0.83	0.41799	0
5.13	0.205	1.08	0.34574	1	1.17	0.34574	0
3.21	-0.054	-0.32	0.76928	1	0.1	0.76928	0
4.94	0.297	1.07	0.35106	1	1.14	0.35106	0
4.8	-0.442	-1.19	0.30363	1	1.43	0.30363	0
3.22	-0.065	-0.42	0.69787	1	0.18	0.69787	0
2.86	0.12	0.69	0.52989	1	0.48	0.52989	0
4.23	-0.325	-1.91	0.13544	1	3.63	0.13544	0
6.72	0.685	2.11	0.10826	1	4.46	0.10826	0
7.05	-0.006	-0.03	0.97393	1	0	0.97393	0
5.73	0.079	0.43	0.68848	1	0.19	0.68848	0
7.21	-0.584	-1.46	0.225	1	2.12	0.225	0
4.4	0.366	1.78	0.15642	1	3.15	0.15642	0
4.83	-0.094	-0.52	0.63556	1	0.27	0.63556	0
5.4	0.012	0.05	0.96119	1	0	0.96119	0
3.87	-0.1	-0.65	0.55213	1	0.43	0.55213	0
2.96	0.222	0.91	0.41667	1	0.83	0.41667	0
5.69	0.192	0.6	0.58082	1	0.37	0.58082	0
8.07	-0.079	-0.17	0.87657	1	0.03	0.87657	0
4.69	-0.203	-0.86	0.4437	1	0.73	0.4437	0
4.77	0.141	0.68	0.53545	1	0.47	0.53545	0
8.27	-1.22	-1.83	0.14721	1	3.35	0.14721	0
5.27	-0.279	-1.12	0.33095	1	1.25	0.33095	0
7.12	1.086	2.41	0.07916	1	5.8	0.07916	0
4.86	-0.198	-0.93	0.41039	1	0.86	0.41039	0
3.36	-0.276	-1.4	0.23922	1	1.97	0.23922	0
5.48	0.083	0.46	0.6716	1	0.21	0.6716	0
4.14	0.546	2.6	0.06538	1	6.74	0.06538	0
6.16	0.279	1.25	0.28325	1	1.57	0.28325	0
6	0.123	0.61	0.57969	1	0.37	0.57969	0
6.62	0.29	0.71	0.51938	1	0.51	0.51938	0
4.65	-0.068	-0.2	0.84912	1	0.04	0.84912	0
5.43	0.045	0.25	0.81241	1	0.06	0.81241	0
4.69	0.18	0.81	0.46553	1	0.66	0.46553	0
5.88	0.21	0.48	0.65535	1	0.23	0.65535	0
4.97	-0.029	-0.12	0.9094	1	0.01	0.9094	0
2.98	0.18	1.02	0.37024	1	1.04	0.37024	0
4.57	-0.175	-1.1	0.3375	1	1.21	0.3375	0
4.38	0.268	0.86	0.44077	1	0.74	0.44077	0
4.33	-0.054	-0.24	0.82329	1	0.06	0.82329	0
5.76	-0.162	-0.71	0.52116	1	0.5	0.52116	0
4.47	0.249	1.31	0.26617	1	1.71	0.26617	0
3.75	-0.092	-0.56	0.61066	1	0.31	0.61066	0
4.08	0.307	1.62	0.18553	1	2.64	0.18553	0
3.24	-0.025	-0.13	0.90122	1	0.02	0.90122	0
4.37	-0.086	-0.19	0.85879	1	0.04	0.85879	0
4.1	-0.232	-1.31	0.26572	1	1.72	0.26572	0
4.65	0.316	0.99	0.38173	1	0.98	0.38173	0
3.65	0.075	0.49	0.65193	1	0.24	0.65193	0
7.13	-0.071	-0.33	0.76035	1	0.11	0.76035	0
4.31	-0.895	-2.65	0.06188	1	7.03	0.06188	0
5.99	-0.125	-0.56	0.60544	1	0.32	0.60544	0
4.19	1.598	1.3	0.26796	1	1.7	0.26796	0
3.34	-0.138	-0.74	0.50548	1	0.54	0.50548	0
6.15	0.059	0.29	0.78561	1	0.09	0.78561	0
3.87	0.167	0.85	0.44844	1	0.72	0.44844	0
4.65	-0.148	-0.88	0.43356	1	0.77	0.43356	0
5.97	0.375	1.1	0.3389	1	1.2	0.3389	0
5.64	0.737	1.11	0.33253	1	1.24	0.33253	0
3.07	0.228	0.66	0.54579	1	0.44	0.54579	0
3.29	0.763	2.03	0.11758	1	4.14	0.11758	0
4.83	-0.101	-0.5	0.6444	1	0.25	0.6444	0
4.66	0.243	1.3	0.26748	1	1.7	0.26748	0
5.5	-0.617	-2.81	0.05283	1	7.92	0.05283	0
7.48	-0.282	-1.22	0.29442	1	1.49	0.29442	0
6.02	2.138	5.06	0.0089	1	25.59	0.0089	0
3.14	0.064	0.38	0.72337	1	0.15	0.72337	0
6.69	0.261	1.6	0.19015	1	2.57	0.19015	0
5.51	0.239	1.18	0.30838	1	1.39	0.30838	0
4.85	-0.026	-0.1	0.92615	1	0.01	0.92615	0
6.41	0.566	2.76	0.05579	1	7.61	0.05579	0
6.26	1.635	2.63	0.06332	1	6.91	0.06332	0
5.59	0.213	0.55	0.61589	1	0.3	0.61589	0
3.05	0.073	0.39	0.71945	1	0.15	0.71945	0
3.41	-0.045	-0.15	0.88763	1	0.02	0.88763	0
4.67	0.116	0.56	0.60908	1	0.31	0.60908	0
5.58	0.387	1.34	0.25555	1	1.81	0.25555	0
3.27	0.566	2.17	0.10132	1	4.72	0.10132	0
4.23	-0.069	-0.35	0.74282	1	0.13	0.74282	0
5.92	-0.014	-0.05	0.96009	1	0	0.96009	0
4.01	-0.205	-0.92	0.41448	1	0.84	0.41448	0
5.97	0.1	0.58	0.59319	1	0.34	0.59319	0
5.97	0.458	1.25	0.28395	1	1.57	0.28395	0
4.07	0.395	1.98	0.12467	1	3.92	0.12467	0
4.74	0.137	0.72	0.51525	1	0.52	0.51525	0
6.63	0.079	0.46	0.67091	1	0.21	0.67091	0
6.13	0.38	1.37	0.24787	1	1.88	0.24787	0
4.07	-0.325	-1.2	0.30185	1	1.44	0.30185	0
3.66	0.107	0.55	0.61519	1	0.3	0.61519	0
6.31	0.193	0.85	0.44673	1	0.72	0.44673	0
5.21	-0.025	-0.08	0.93883	1	0.01	0.93883	0
5.7	-0.143	-0.63	0.56465	1	0.4	0.56465	0
4.29	0.125	0.56	0.60981	1	0.31	0.60981	0
6.51	0.138	0.56	0.60967	1	0.31	0.60967	0
4.08	0.089	0.4	0.71392	1	0.16	0.71392	0
6.18	0.003	0.02	0.98738	1	0	0.98738	0
4.79	0.103	0.59	0.58851	1	0.35	0.58851	0
2.89	-0.038	-0.25	0.81734	1	0.06	0.81734	0
4.14	0.068	0.39	0.72058	1	0.15	0.72058	0
6.58	-0.16	-0.97	0.39259	1	0.94	0.39259	0
2.9	-0.041	-0.21	0.84446	1	0.04	0.84446	0
6.27	-0.31	-1.8	0.15281	1	3.23	0.15281	0
7.07	0.151	0.96	0.39776	1	0.91	0.39776	0
4.58	-0.202	-0.51	0.63736	1	0.26	0.63736	0
4.7	-0.031	-0.16	0.87956	1	0.03	0.87956	0
3.87	0.054	0.32	0.76853	1	0.1	0.76853	0
5.31	-0.376	-0.95	0.4004	1	0.9	0.4004	0
3.76	0.12	0.69	0.52922	1	0.48	0.52922	0
6.22	-0.369	-1.56	0.20025	1	2.43	0.20025	0
5.66	0.241	0.87	0.43932	1	0.75	0.43932	0
3.1	-0.171	-0.55	0.61573	1	0.3	0.61573	0
3.93	0.297	0.81	0.46529	1	0.66	0.46529	0
6.26	-0.163	-0.88	0.43382	1	0.77	0.43382	0
6.8	0.11	0.72	0.51325	1	0.52	0.51325	0
4.46	0.005	0.03	0.9783	1	0	0.9783	0
5.86	-0.508	-3.01	0.04385	1	9.07	0.04385	0
5.9	-0.026	-0.16	0.88297	1	0.02	0.88297	0
3.72	0.278	1.29	0.27241	1	1.66	0.27241	0
6.05	0.16	0.9	0.42262	1	0.81	0.42262	0
5.38	0.07	0.39	0.72061	1	0.15	0.72061	0
8.21	0.154	0.42	0.69608	1	0.18	0.69608	0
6.84	0.089	0.1	0.9271	1	0.01	0.9271	0
7.41	-0.545	-2.2	0.09802	1	4.86	0.09802	0
4.37	-0.4	-2.21	0.09787	1	4.86	0.09787	0
7.23	-0.481	-1.05	0.35618	1	1.11	0.35618	0
6.09	0.262	1.3	0.27016	1	1.68	0.27016	0
7.1	0.696	2.52	0.0704	1	6.37	0.0704	0
3.34	-0.018	-0.07	0.94636	1	0.01	0.94636	0
5.45	0.979	1.05	0.35632	1	1.11	0.35632	0
3.7	0.24	1.11	0.3353	1	1.23	0.3353	0
5.12	0.442	0.86	0.43997	1	0.75	0.43997	0
5.5	0.163	0.74	0.50284	1	0.55	0.50284	0
4.04	-0.048	-0.26	0.81109	1	0.07	0.81109	0
5.99	0.809	3.04	0.04255	1	9.27	0.04255	0
3.92	1.273	1.38	0.24437	1	1.91	0.24437	0
8.47	-0.474	-1.73	0.16408	1	3.01	0.16408	0
3.35	0.045	0.29	0.78678	1	0.08	0.78678	0
3.96	-0.789	-1.85	0.1444	1	3.41	0.1444	0
4.26	1.63	1.44	0.22852	1	2.08	0.22852	0
2.95	-0.132	-0.71	0.5209	1	0.5	0.5209	0
4.79	-0.5	-2.45	0.07585	1	6	0.07585	0
9.21	1.049	2.37	0.08221	1	5.62	0.08221	0
7.04	-0.76	-1.47	0.22154	1	2.16	0.22154	0
3.5	-0.103	-0.54	0.61933	1	0.29	0.61933	0
4.79	-0.029	-0.19	0.86054	1	0.04	0.86054	0
5.26	-0.025	-0.15	0.8881	1	0.02	0.8881	0
4.57	0.551	1.52	0.20958	1	2.3	0.20958	0
3.29	-0.146	-0.93	0.41012	1	0.86	0.41012	0
8	0.761	1.32	0.26416	1	1.73	0.26416	0
3.03	0.046	0.24	0.82044	1	0.06	0.82044	0
2.77	-0.043	-0.27	0.801	1	0.07	0.801	0
2.77	0.062	0.35	0.74762	1	0.12	0.74762	0
5.44	-0.018	-0.08	0.93816	1	0.01	0.93816	0
4.28	-0.12	-0.59	0.58938	1	0.35	0.58938	0
6.79	-0.242	-1.43	0.23087	1	2.05	0.23087	0
6.08	-0.133	-0.31	0.773	1	0.1	0.773	0
4.52	-0.17	-1.01	0.37413	1	1.02	0.37413	0
3.4	0.084	0.34	0.75058	1	0.12	0.75058	0
5.57	-0.16	-0.19	0.86044	1	0.04	0.86044	0
4.35	-0.734	-1.29	0.27277	1	1.66	0.27277	0
5.77	0.313	1.23	0.29206	1	1.51	0.29206	0
4.84	-0.309	-0.48	0.65815	1	0.23	0.65815	0
7.68	0.058	0.3	0.77872	1	0.09	0.77872	0
6.32	-0.14	-0.76	0.49531	1	0.57	0.49531	0
4.28	1.803	1.51	0.21221	1	2.27	0.21221	0
6.17	0.021	0.14	0.89949	1	0.02	0.89949	0
5.44	0.236	1.47	0.2212	1	2.16	0.2212	0
3.25	0.186	0.81	0.46877	1	0.65	0.46877	0
7.57	0.282	1.09	0.34039	1	1.2	0.34039	0
5.43	-0.008	-0.04	0.96654	1	0	0.96654	0
6.6	0.131	0.67	0.54204	1	0.45	0.54204	0
4.18	0.351	1.56	0.19918	1	2.44	0.19918	0
3.3	-0.055	-0.27	0.79956	1	0.07	0.79956	0
4.27	-0.049	-0.31	0.77174	1	0.1	0.77174	0
3.49	-0.202	-0.81	0.46934	1	0.65	0.46934	0
4.12	-0.396	-0.5	0.64407	1	0.25	0.64407	0
6.25	0.919	0.93	0.40912	1	0.87	0.40912	0
3.23	-0.067	-0.3	0.783	1	0.09	0.783	0
4.51	-0.187	-0.41	0.7069	1	0.17	0.7069	0
5.23	0.132	0.48	0.65862	1	0.23	0.65862	0
6.97	0.789	0.83	0.45698	1	0.69	0.45698	0
5.43	0.893	2.84	0.05139	1	8.08	0.05139	0
4.19	0.118	0.74	0.50373	1	0.55	0.50373	0
6.34	-0.183	-0.56	0.6074	1	0.31	0.6074	0
5.22	-0.291	-0.58	0.59711	1	0.33	0.59711	0
5.41	0.431	2.02	0.11979	1	4.07	0.11979	0
3.85	0.06	0.34	0.75306	1	0.11	0.75306	0
3.08	-0.007	-0.04	0.97034	1	0	0.97034	0
5.62	0.055	0.32	0.76455	1	0.1	0.76455	0
4.51	0.415	0.83	0.4548	1	0.7	0.4548	0
7.61	0.215	1.36	0.2517	1	1.84	0.2517	0
3.38	-0.088	-0.53	0.62883	1	0.28	0.62883	0
4.82	-1.193	-1.61	0.18818	1	2.6	0.18818	0
5.59	0.205	0.89	0.42831	1	0.79	0.42831	0
6.13	0.097	0.57	0.60338	1	0.32	0.60338	0
4.12	0.171	1.02	0.37137	1	1.03	0.37137	0
3.82	-0.007	-0.05	0.96614	1	0	0.96614	0
3.88	0.159	0.25	0.8127	1	0.06	0.8127	0
4.83	-0.189	-0.59	0.58669	1	0.35	0.58669	0
7	0.13	0.41	0.70358	1	0.17	0.70358	0
5.64	0.023	0.07	0.9502	1	0	0.9502	0
5.73	-0.116	-0.4	0.71079	1	0.16	0.71079	0
6.55	-0.055	-0.27	0.79828	1	0.08	0.79828	0
3.78	0.13	0.83	0.45537	1	0.69	0.45537	0
4.36	-0.014	-0.08	0.93711	1	0.01	0.93711	0
5.86	-0.019	-0.1	0.92385	1	0.01	0.92385	0
3	0.077	0.36	0.73589	1	0.13	0.73589	0
4.45	0.235	0.86	0.44444	1	0.73	0.44444	0
5.59	-0.054	-0.25	0.81652	1	0.06	0.81652	0
4.38	-0.025	-0.11	0.91705	1	0.01	0.91705	0
6.46	-0.001	0	0.99656	1	0	0.99656	0
5.39	-0.28	-1.32	0.26382	1	1.73	0.26382	0
4.05	-0.024	-0.14	0.89941	1	0.02	0.89941	0
6.63	-0.315	-1.26	0.28101	1	1.59	0.28101	0
